STT,Thông tin,Label,thong_tin_norm_vi,tokens_vi,thong_tin_final_vi
180,Lễ Tổng kết INNOGREENLIFE2023” và khởi động giải Cuộc thi “INNOGREENLIFE2024 - Đổi mới sáng tạo vì cuộc sống Xanh”,Tin tức,lễ tổng kết innogreenlife và khởi động giải cuộc thi innogreenlife đổi mới sáng tạo vì cuộc sống xanh,"['lễ', 'tổng_kết', 'innogreenlife', 'khởi_động', 'giải', 'cuộc', 'thi', 'innogreenlife', 'đổi_mới', 'sáng_tạo', 'cuộc_sống', 'xanh']",lễ tổng_kết innogreenlife khởi_động giải cuộc thi innogreenlife đổi_mới sáng_tạo cuộc_sống xanh
181,IUH nhận giấy khen của Ban Chấp hành Đảng bộ Khối Các cơ quan Trung ương tại Thành phố Hồ Chí Minh,Tin tức,iuh nhận giấy khen của ban chấp hành đảng bộ khối các cơ quan trung ương tại thành phố hồ chí minh,"['iuh', 'nhận', 'giấy', 'khen', 'ban_chấp_hành', 'đảng_bộ', 'khối', 'cơ_quan', 'trung_ương', 'thành_phố', 'hồ', 'chí_minh']",iuh nhận giấy khen ban_chấp_hành đảng_bộ khối cơ_quan trung_ương thành_phố hồ chí_minh
182,Lễ Khai mạc Hội thao toàn trường năm 2024,Tin tức,lễ khai mạc hội thao toàn trường năm,"['lễ', 'khai_mạc', 'hội_thao', 'toàn', 'trường', 'năm']",lễ khai_mạc hội_thao toàn trường năm
183,Đại học Công nghiệp TP. Hồ Chí Minh cho phép sinh viên học thạc sĩ,Tin tức,đại học công nghiệp tp hồ chí minh cho phép sinh viên học thạc sĩ,"['đại_học', 'công_nghiệp', 'tp', 'hồ', 'chí_minh', 'cho_phép', 'sinh_viên', 'học', 'thạc_sĩ']",đại_học công_nghiệp tp hồ chí_minh cho_phép sinh_viên học thạc_sĩ
184,Đại học Công nghiệp Thành phố Hồ Chí Minh tổ chức các hoạt động chào mừng ngày Quốc tế Phụ nữ,Tin tức,đại học công nghiệp thành phố hồ chí minh tổ chức các hoạt động chào mừng ngày quốc tế phụ nữ,"['đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'tổ_chức', 'hoạt_động', 'chào_mừng', 'ngày', 'quốc_tế_phụ_nữ']",đại_học công_nghiệp thành_phố hồ chí_minh tổ_chức hoạt_động chào_mừng ngày quốc_tế_phụ_nữ
185,"Hội nghị Viên chức, người lao động năm 2024",Tin tức,hội nghị viên chức người lao động năm,"['hội_nghị', 'viên_chức', 'người', 'lao_động', 'năm']",hội_nghị viên_chức người lao_động năm
186,Hội nghị Tổng kết công tác Đảng năm 2023 và triển khai phương hướng nhiệm vụ năm 2024,Tin tức,hội nghị tổng kết công tác đảng năm và triển khai phương hướng nhiệm vụ năm,"['hội_nghị', 'tổng_kết', 'công_tác', 'đảng', 'năm', 'triển_khai', 'phương_hướng', 'nhiệm_vụ', 'năm']",hội_nghị tổng_kết công_tác đảng năm triển_khai phương_hướng nhiệm_vụ năm
187,Hội nghị Viên chức – Người lao động năm 2024 tại các đơn vị trực thuộc trường,Tin tức,hội nghị viên chức người lao động năm tại các đơn vị trực thuộc trường,"['hội_nghị', 'viên_chức', 'người', 'lao_động', 'năm', 'đơn_vị', 'trực_thuộc', 'trường']",hội_nghị viên_chức người lao_động năm đơn_vị trực_thuộc trường
188,10 sự kiện và thành tựu tiêu biểu năm 2023 của IUH,Tin tức,sự kiện và thành tựu tiêu biểu năm của iuh,"['sự_kiện', 'thành_tựu', 'tiêu_biểu', 'năm', 'iuh']",sự_kiện thành_tựu tiêu_biểu năm iuh
189,IUH tổ chức các chương trình hướng về ngày Quân đội Nhân dân Việt Nam,Tin tức,iuh tổ chức các chương trình hướng về ngày quân đội nhân dân việt nam,"['iuh', 'tổ_chức', 'chương_trình', 'hướng', 'ngày', 'quân_đội', 'nhân_dân', 'việt_nam']",iuh tổ_chức chương_trình hướng ngày quân_đội nhân_dân việt_nam
190,Hội nghị tổng kết hoạt động Công đoàn Trường Đại học Công nghiệp Thành phố Hồ Chí Minh năm học 2022 - 2023,Tin tức,hội nghị tổng kết hoạt động công đoàn trường đại học công nghiệp thành phố hồ chí minh năm học,"['hội_nghị', 'tổng_kết', 'hoạt_động', 'công_đoàn', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'năm_học']",hội_nghị tổng_kết hoạt_động công_đoàn trường đại_học công_nghiệp thành_phố hồ chí_minh năm_học
191,Trường Đại học Công nghiệp TP. Hồ Chí Minh trao quyết định bổ nhiệm chức danh Phó Giáo sư,Tin tức,trường đại học công nghiệp tp hồ chí minh trao quyết định bổ nhiệm chức danh phó giáo sư,"['trường', 'đại_học', 'công_nghiệp', 'tp', 'hồ', 'chí_minh', 'trao', 'quyết_định', 'bổ_nhiệm', 'chức_danh', 'phó', 'giáo_sư']",trường đại_học công_nghiệp tp hồ chí_minh trao quyết_định bổ_nhiệm chức_danh phó giáo_sư
192,Sinh viên IUH “nổi bật” tại cuộc thi Olympic Tin học và lập trình viên Quốc tế châu Á 2023,Tin tức,sinh viên iuh nổi bật tại cuộc thi olympic tin học và lập trình viên quốc tế châu á,"['sinh_viên', 'iuh', 'nổi_bật', 'cuộc', 'thi', 'olympic', 'tin_học', 'lập_trình_viên', 'quốc_tế', 'châu_á']",sinh_viên iuh nổi_bật cuộc thi olympic tin_học lập_trình_viên quốc_tế châu_á
193,IUH long trọng tổ chức Lễ bế giảng và trao bằng Tốt nghiệp năm 2023,Tin tức,iuh long trọng tổ chức lễ bế giảng và trao bằng tốt nghiệp năm,"['iuh', 'long_trọng', 'tổ_chức', 'lễ', 'bế', 'giảng', 'trao', 'bằng', 'tốt_nghiệp', 'năm']",iuh long_trọng tổ_chức lễ bế giảng trao bằng tốt_nghiệp năm
194,"Hội thảo “Cải tiến phương pháp giảng dạy kỹ năng làm việc nhóm, thích ứng tốt trong bối cảnh hội nhập quốc tế”",Tin tức,hội thảo cải tiến phương pháp giảng dạy kỹ năng làm việc nhóm thích ứng tốt trong bối cảnh hội nhập quốc tế,"['hội_thảo', 'cải_tiến', 'phương_pháp', 'giảng_dạy', 'kỹ_năng', 'làm_việc', 'nhóm', 'thích_ứng', 'tốt', 'bối_cảnh', 'hội_nhập', 'quốc_tế']",hội_thảo cải_tiến phương_pháp giảng_dạy kỹ_năng làm_việc nhóm thích_ứng tốt bối_cảnh hội_nhập quốc_tế
195,IUH tổ chức Lễ bảo vệ Luận án tiến sĩ cấp trường,Tin tức,iuh tổ chức lễ bảo vệ luận án tiến sĩ cấp trường,"['iuh', 'tổ_chức', 'lễ', 'bảo_vệ', 'luận_án', 'tiến_sĩ', 'cấp', 'trường']",iuh tổ_chức lễ bảo_vệ luận_án tiến_sĩ cấp trường
196,Hướng dẫn nhập học năm học 2023 - 2024,Tin tức,hướng dẫn nhập học năm học,"['hướng_dẫn', 'nhập_học', 'năm_học']",hướng_dẫn nhập_học năm_học
197,Những điều Tân sinh viên nên biết để vượt qua “quãng đường đại học” dễ dàng,Tin tức,những điều tân sinh viên nên biết để vượt qua quãng đường đại học dễ dàng,"['điều_tân', 'sinh_viên', 'nên', 'biết', 'để', 'vượt', 'qua', 'quãng', 'đường', 'đại_học', 'dễ_dàng']",điều_tân sinh_viên nên biết để vượt qua quãng đường đại_học dễ_dàng
198,Lễ trao thưởng học bổng Nguyễn Đức Cảnh năm học 2022 - 2023 và vinh danh Gia đình tiêu biểu xuất sắc năm 2023,Tin tức,lễ trao thưởng học bổng nguyễn đức cảnh năm học và vinh danh gia đình tiêu biểu xuất sắc năm,"['lễ', 'trao', 'thưởng', 'học_bổng', 'nguyễn_đức_cảnh', 'năm_học', 'vinh_danh', 'gia_đình', 'tiêu_biểu', 'xuất_sắc', 'năm']",lễ trao thưởng học_bổng nguyễn_đức_cảnh năm_học vinh_danh gia_đình tiêu_biểu xuất_sắc năm
199,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh ký kết hợp tác cùng Công ty ABB Robotics Việt Nam,Tin tức,trường đại học công nghiệp thành phố hồ chí minh ký kết hợp tác cùng công ty abb robotics việt nam,"['trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'ký_kết', 'hợp_tác', 'cùng', 'công_ty', 'abb', 'robotics', 'việt_nam']",trường đại_học công_nghiệp thành_phố hồ chí_minh ký_kết hợp_tác cùng công_ty abb robotics việt_nam
200,Tập huấn công tác Công đoàn tại Trường Đại học Công Nghiệp Thành phố Hồ Chí Minh năm 2023,Tin tức,tập huấn công tác công đoàn tại trường đại học công nghiệp thành phố hồ chí minh năm,"['tập_huấn', 'công_tác', 'công_đoàn', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'năm']",tập_huấn công_tác công_đoàn trường đại_học công_nghiệp thành_phố hồ chí_minh năm
201,Công bố Quyết định bổ nhiệm và Quyết định bổ nhiệm lại viên chức Quản lý,Tin tức,công bố quyết định bổ nhiệm và quyết định bổ nhiệm lại viên chức quản lý,"['công_bố', 'quyết_định', 'bổ_nhiệm', 'quyết_định', 'bổ_nhiệm', 'viên_chức', 'quản_lý']",công_bố quyết_định bổ_nhiệm quyết_định bổ_nhiệm viên_chức quản_lý
202,Diễn tập thoát nạn cho 300 người ở Trường Đại học Công nghiệp TP.HCM,Tin tức,diễn tập thoát nạn cho người ở trường đại học công nghiệp tp hcm,"['diễn_tập', 'thoát', 'nạn', 'người', 'trường', 'đại_học', 'công_nghiệp', 'tp', 'hcm']",diễn_tập thoát nạn người trường đại_học công_nghiệp tp hcm
203,Sinh viên Khoa Công nghệ Điện xuất sắc đạt giải Nhì cuộc thi MECA 2023,Tin tức,sinh viên khoa công nghệ điện xuất sắc đạt giải nhì cuộc thi meca,"['sinh_viên', 'khoa', 'công_nghệ', 'điện', 'xuất_sắc', 'đạt', 'giải', 'nhì', 'cuộc', 'thi', 'meca']",sinh_viên khoa công_nghệ điện xuất_sắc đạt giải nhì cuộc thi meca
204,Hội thảo Sinh viên Nghiên cứu Khoa học Khoa Công nghệ Nhiệt Lạnh lần thứ 5 – 2023,Tin tức,hội thảo sinh viên nghiên cứu khoa học khoa công nghệ nhiệt lạnh lần thứ,"['hội_thảo', 'sinh_viên', 'nghiên_cứu', 'khoa_học_khoa', 'công_nghệ', 'nhiệt_lạnh', 'lần', 'thứ']",hội_thảo sinh_viên nghiên_cứu khoa_học_khoa công_nghệ nhiệt_lạnh lần thứ
205,Ngành Kỹ thuật điện và Năng lượng tái tạo sau khi ra trường làm gì?,Tin tức,ngành kỹ thuật điện và năng lượng tái tạo sau khi ra trường làm gì,"['ngành', 'kỹ_thuật', 'điện', 'năng_lượng', 'tái_tạo', 'sau', 'ra', 'trường', 'làm', 'gì']",ngành kỹ_thuật điện năng_lượng tái_tạo sau ra trường làm gì
206,Hội nghị sơ kết giữa nhiệm kỳ thực hiện Nghị quyết Đại hội Đảng bộ Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức,hội nghị sơ kết giữa nhiệm kỳ thực hiện nghị quyết đại hội đảng bộ trường đại học công nghiệp thành phố hồ chí minh,"['hội_nghị', 'sơ_kết', 'giữa', 'nhiệm_kỳ', 'thực_hiện', 'nghị_quyết', 'đại_hội', 'đảng_bộ', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh']",hội_nghị sơ_kết giữa nhiệm_kỳ thực_hiện nghị_quyết đại_hội đảng_bộ trường đại_học công_nghiệp thành_phố hồ chí_minh
207,IUH ký kết hợp tác toàn diện cùng  Liên hiệp Hợp tác xã Thương mại Thành phố Hồ Chí Minh (Sài Gòn CO.OP),Tin tức,iuh ký kết hợp tác toàn diện cùng liên hiệp hợp tác xã thương mại thành phố hồ chí minh sài gòn co op,"['iuh', 'ký_kết', 'hợp_tác', 'toàn_diện', 'cùng', 'liên_hiệp', 'hợp_tác_xã', 'thương_mại', 'thành_phố', 'hồ', 'chí_minh', 'sài_gòn', 'co', 'op']",iuh ký_kết hợp_tác toàn_diện cùng liên_hiệp hợp_tác_xã thương_mại thành_phố hồ chí_minh sài_gòn co op
208,Lộ diện chủ nhân các giải thưởng cuộc thi “Đổi mới sáng tạo Khởi nghiệp lần 2 năm 2022” tại IUH,Tin tức,lộ diện chủ nhân các giải thưởng cuộc thi đổi mới sáng tạo khởi nghiệp lần năm tại iuh,"['lộ', 'diện', 'chủ_nhân', 'giải_thưởng', 'cuộc', 'thi', 'đổi_mới', 'sáng_tạo', 'khởi_nghiệp', 'lần', 'năm', 'iuh']",lộ diện chủ_nhân giải_thưởng cuộc thi đổi_mới sáng_tạo khởi_nghiệp lần năm iuh
209,Hội Nghị Khoa Học và công nghệ thực phẩm toàn quốc 2023 - Trường Đại học Công nghiệp Tp.HCM (IUH),Tin tức,hội nghị khoa học và công nghệ thực phẩm toàn quốc trường đại học công nghiệp tp hcm iuh,"['hội_nghị', 'khoa_học', 'công_nghệ', 'thực_phẩm', 'toàn_quốc_trường', 'đại_học', 'công_nghiệp', 'tp', 'hcm', 'iuh']",hội_nghị khoa_học công_nghệ thực_phẩm toàn_quốc_trường đại_học công_nghiệp tp hcm iuh
210,Lễ Công bố Quyết định bổ nhiệm viên chức Quản lý,Tin tức,lễ công bố quyết định bổ nhiệm viên chức quản lý,"['lễ', 'công_bố', 'quyết_định', 'bổ_nhiệm', 'viên_chức', 'quản_lý']",lễ công_bố quyết_định bổ_nhiệm viên_chức quản_lý
211,10 sự kiện và thành tựu tiêu biểu năm 2022 của IUH,Tin tức,sự kiện và thành tựu tiêu biểu năm của iuh,"['sự_kiện', 'thành_tựu', 'tiêu_biểu', 'năm', 'iuh']",sự_kiện thành_tựu tiêu_biểu năm iuh
212,Bế mạc khảo sát chính thức kiểm định chất lượng cơ sở giáo dục Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức,bế mạc khảo sát chính thức kiểm định chất lượng cơ sở giáo dục trường đại học công nghiệp thành phố hồ chí minh,"['bế_mạc', 'khảo_sát', 'chính_thức', 'kiểm_định', 'chất_lượng', 'cơ_sở', 'giáo_dục', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh']",bế_mạc khảo_sát chính_thức kiểm_định chất_lượng cơ_sở giáo_dục trường đại_học công_nghiệp thành_phố hồ chí_minh
213,Khảo sát chính thức kiểm định chất lượng giáo dục chu kỳ 2 tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức,khảo sát chính thức kiểm định chất lượng giáo dục chu kỳ tại trường đại học công nghiệp thành phố hồ chí minh,"['khảo_sát', 'chính_thức', 'kiểm_định', 'chất_lượng', 'giáo_dục', 'chu_kỳ', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh']",khảo_sát chính_thức kiểm_định chất_lượng giáo_dục chu_kỳ trường đại_học công_nghiệp thành_phố hồ chí_minh
214,Sinh viên Khoa Công nghệ Điện xuất sắc giành được giải Á Quân và Quý Quân chung cuộc cuộc thi “Ứng dụng phần mềm SCADA GENESIS64 vào việc số hóa nhà máy”,Tin tức,sinh viên khoa công nghệ điện xuất sắc giành được giải á quân và quý quân chung cuộc cuộc thi ứng dụng phần mềm scada genesis vào việc số hóa nhà máy,"['sinh_viên', 'khoa', 'công_nghệ', 'điện', 'xuất_sắc', 'giành', 'giải', 'á_quân', 'quý_quân', 'chung_cuộc', 'cuộc', 'thi', 'ứng_dụng', 'phần_mềm', 'scada_genesis', 'vào', 'việc', 'số', 'hóa', 'nhà_máy']",sinh_viên khoa công_nghệ điện xuất_sắc giành giải á_quân quý_quân chung_cuộc cuộc thi ứng_dụng phần_mềm scada_genesis vào việc số hóa nhà_máy
215,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh tổ chức khảo sát sơ bộ kiểm định chất lượng cơ sở giáo dục chu kỳ 2,Tin tức,trường đại học công nghiệp thành phố hồ chí minh tổ chức khảo sát sơ bộ kiểm định chất lượng cơ sở giáo dục chu kỳ,"['trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'tổ_chức', 'khảo_sát', 'sơ_bộ', 'kiểm_định', 'chất_lượng', 'cơ_sở', 'giáo_dục', 'chu_kỳ']",trường đại_học công_nghiệp thành_phố hồ chí_minh tổ_chức khảo_sát sơ_bộ kiểm_định chất_lượng cơ_sở giáo_dục chu_kỳ
216,Mùa hái quả ngọt tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức,mùa hái quả ngọt tại trường đại học công nghiệp thành phố hồ chí minh,"['mùa', 'hái', 'quả', 'ngọt', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh']",mùa hái quả ngọt trường đại_học công_nghiệp thành_phố hồ chí_minh
217,Hội nghị Quốc tế về Công nghệ tiên tiến trong NN&TP vì sự phát triển bền vững 2022 (FAATSD 2022),Tin tức,hội nghị quốc tế về công nghệ tiên tiến trong nn tp vì sự phát triển bền vững faatsd,"['hội_nghị', 'quốc_tế', 'công_nghệ', 'tiên_tiến', 'nn', 'tp', 'sự', 'phát_triển', 'bền_vững', 'faatsd']",hội_nghị quốc_tế công_nghệ tiên_tiến nn tp sự phát_triển bền_vững faatsd
