STT,Thông tin,Label,thong_tin_norm_vi,tokens_vi,thong_tin_final_vi,STT,information,Label,thong_tin_norm_en,tokens_en,thong_tin_final_en
219,Khai mạc Hội nghị Khoa học Quốc tế lần thứ 2 năm 2022,Tin tức,khai mạc hội nghị khoa học quốc tế lần thứ năm,"['khai_mạc', 'hội_nghị', 'khoa_học', 'quốc_tế', 'lần', 'thứ', 'năm']",khai_mạc hội_nghị khoa_học quốc_tế lần thứ năm,219,Teaching training based on learning outcomes (OBE),Tin tức,teaching training based on learning outcomes obe,"['teach', 'training', 'base', 'learn', 'outcome', 'obe']",teach training base learn outcome obe
220,Hội nghị tổng kết hoạt động Công đoàn Trường Đại học Công nghiệp Thành phố Hồ Chí Minh năm học 2021 - 2022,Tin tức,hội nghị tổng kết hoạt động công đoàn trường đại học công nghiệp thành phố hồ chí minh năm học,"['hội_nghị', 'tổng_kết', 'hoạt_động', 'công_đoàn', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'năm_học']",hội_nghị tổng_kết hoạt_động công_đoàn trường đại_học công_nghiệp thành_phố hồ chí_minh năm_học,220,IUH students won the only medal of the Vietnamese delegation at the 2017 world skills competition,Tin tức,iuh students won the only medal of the vietnamese delegation at the world skills competition,"['iuh', 'student', 'medal', 'vietnamese', 'delegation', 'world', 'skills', 'competition']",iuh student medal vietnamese delegation world skills competition
221,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh hoàn tất công tác chuẩn bị cho Hội nghị Khoa học Quốc tế lần 2,Tin tức,trường đại học công nghiệp thành phố hồ chí minh hoàn tất công tác chuẩn bị cho hội nghị khoa học quốc tế lần,"['trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'hoàn_tất', 'công_tác', 'chuẩn_bị', 'hội_nghị', 'khoa_học', 'quốc_tế', 'lần']",trường đại_học công_nghiệp thành_phố hồ chí_minh hoàn_tất công_tác chuẩn_bị hội_nghị khoa_học quốc_tế lần,221,City University of Industry. Ho Chi Minh opens the 2017-2018 school year,Tin tức,city university of industry ho chi minh opens the school year,"['city', 'university', 'industry', 'chi', 'minh', 'open', 'school', 'year']",city university industry chi minh open school year
222,Chuỗi hoạt động chào mừng kỷ niệm 40 năm ngày Nhà giáo Việt Nam tại trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức,chuỗi hoạt động chào mừng kỷ niệm năm ngày nhà giáo việt nam tại trường đại học công nghiệp thành phố hồ chí minh,"['chuỗi', 'hoạt_động', 'chào_mừng', 'kỷ_niệm', 'năm', 'ngày', 'nhà_giáo', 'việt_nam', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh']",chuỗi hoạt_động chào_mừng kỷ_niệm năm ngày nhà_giáo việt_nam trường đại_học công_nghiệp thành_phố hồ chí_minh,222,"IUH lecturer won the COTTON USA fashion design contest with the theme ""Feeling natural beauty""",Tin tức,iuh lecturer won the cotton usa fashion design contest with the theme feeling natural beauty,"['iuh', 'lecturer', 'cotton', 'usa', 'fashion', 'design', 'contest', 'theme', 'feel', 'natural', 'beauty']",iuh lecturer cotton usa fashion design contest theme feel natural beauty
223,Thư chúc mừng nhân kỷ niệm 40 năm ngày Nhà giáo Việt Nam của Bộ trưởng Bộ Công Thương,Tin tức,thư chúc mừng nhân kỷ niệm năm ngày nhà giáo việt nam của bộ trưởng bộ công thương,"['thư', 'chúc_mừng_nhân', 'kỷ_niệm', 'năm', 'ngày', 'nhà_giáo', 'việt_nam', 'bộ_trưởng', 'bộ', 'công_thương']",thư chúc_mừng_nhân kỷ_niệm năm ngày nhà_giáo việt_nam bộ_trưởng bộ công_thương,223,The Council of Principals of the Engineering and Technology sector met for the first session,Tin tức,the council of principals of the engineering and technology sector met for the first session,"['council', 'principal', 'engineering', 'technology', 'sector', 'meet', 'first', 'session']",council principal engineering technology sector meet first session
224,IUH tham gia tổ chức Lập trình Sinh viên Quốc tế ICPC vòng Quốc gia 2022,Tin tức,iuh tham gia tổ chức lập trình sinh viên quốc tế icpc vòng quốc gia,"['iuh', 'tham_gia', 'tổ_chức', 'lập_trình', 'sinh_viên', 'quốc_tế', 'icpc_vòng', 'quốc_gia']",iuh tham_gia tổ_chức lập_trình sinh_viên quốc_tế icpc_vòng quốc_gia,224,The School Board of Directors works with the Business Consulting and Connection Board,Tin tức,the school board of directors works with the business consulting and connection board,"['school', 'board', 'director', 'work', 'business', 'consult', 'connection', 'board']",school board director work business consult connection board
225,“Diễn đàn thông tin về Giáo dục Đại học và Cơ hội nhận được học bổng tại Hungary” tại IUH,Tin tức,diễn đàn thông tin về giáo dục đại học và cơ hội nhận được học bổng tại hungary tại iuh,"['diễn_đàn', 'thông_tin', 'giáo_dục', 'đại_học', 'cơ_hội', 'nhận', 'học_bổng', 'hungary', 'iuh']",diễn_đàn thông_tin giáo_dục đại_học cơ_hội nhận học_bổng hungary iuh,225,Workshop on innovating training methods and updating accounting textbooks in accordance with reform requirements at universities and colleges,Tin tức,workshop on innovating training methods and updating accounting textbooks in accordance with reform requirements at universities and colleges,"['workshop', 'innovate', 'train', 'method', 'update', 'accounting', 'textbook', 'accordance', 'reform', 'requirement', 'university', 'college']",workshop innovate train method update accounting textbook accordance reform requirement university college
226,Những thay đổi trong tuyển sinh cao học 2022,Tin tức,những thay đổi trong tuyển sinh cao học,"['thay_đổi', 'tuyển_sinh', 'cao_học']",thay_đổi tuyển_sinh cao_học,226,"Graduation ceremony of master's degree training program affiliated with Soongsil University, Korea (courses 04 and 05)",Tin tức,graduation ceremony of master s degree training program affiliated with soongsil university korea courses and,"['graduation', 'ceremony', 'master', 'degree', 'training', 'program', 'affiliate', 'soongsil', 'university', 'korea', 'course']",graduation ceremony master degree training program affiliate soongsil university korea course
227,Đại hội hội viên Hội cựu chiến binh trường Đại học Công nghiệp Thành phố Hồ Chí Minh lần thứ V nhiệm kỳ 2022 - 2027,Tin tức,đại hội hội viên hội cựu chiến binh trường đại học công nghiệp thành phố hồ chí minh lần thứ v nhiệm kỳ,"['đại_hội', 'hội_viên', 'hội', 'cựu_chiến_binh', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'lần', 'thứ', 'nhiệm_kỳ']",đại_hội hội_viên hội cựu_chiến_binh trường đại_học công_nghiệp thành_phố hồ chí_minh lần thứ nhiệm_kỳ,227,"Congress of Grassroots Trade Union Delegates of Ho Chi Minh City University of Industry. Ho Chi Minh XV, term 2017 - 2022",Tin tức,congress of grassroots trade union delegates of ho chi minh city university of industry ho chi minh xv term,"['congress', 'grassroots', 'trade', 'union', 'delegate', 'chi', 'minh', 'city', 'university', 'industry', 'chi', 'minh', 'term']",congress grassroots trade union delegate chi minh city university industry chi minh term
228,"Lễ vinh danh, khen thưởng các đơn vị, tập thể và các cá nhân có thành tích cao trong công tác NCKHCN năm 2021",Tin tức,lễ vinh danh khen thưởng các đơn vị tập thể và các cá nhân có thành tích cao trong công tác nckhcn năm,"['lễ', 'vinh_danh', 'khen_thưởng', 'đơn_vị', 'tập_thể', 'cá_nhân', 'thành_tích', 'cao', 'công_tác', 'nckhcn', 'năm']",lễ vinh_danh khen_thưởng đơn_vị tập_thể cá_nhân thành_tích cao công_tác nckhcn năm,228,The World Bank grants 45 million USD to Ho Chi Minh City University of Industry to enhance facilities and teaching equipment.,Tin tức,the world bank grants million usd to ho chi minh city university of industry to enhance facilities and teaching equipment,"['world', 'bank', 'grant', 'million', 'usd', 'chi', 'minh', 'city', 'university', 'industry', 'enhance', 'facility', 'teach', 'equipment']",world bank grant million usd chi minh city university industry enhance facility teach equipment
229,Hội nghị đối thoại giữa lãnh đạo Nhà trường với sinh viên năm 2022,Tin tức,hội nghị đối thoại giữa lãnh đạo nhà trường với sinh viên năm,"['hội_nghị', 'đối_thoại', 'giữa', 'lãnh_đạo', 'nhà_trường', 'sinh_viên', 'năm']",hội_nghị đối_thoại giữa lãnh_đạo nhà_trường sinh_viên năm,229,Congress of Ho Chi Minh Communist Youth Union Delegates of Ho Chi Minh City University of Industry. Ho Chi Minh IX term of office 2017 - 2019,Tin tức,congress of ho chi minh communist youth union delegates of ho chi minh city university of industry ho chi minh ix term of office,"['congress', 'chi', 'minh', 'communist', 'youth', 'union', 'delegate', 'chi', 'minh', 'city', 'university', 'industry', 'chi', 'minh', 'term', 'office']",congress chi minh communist youth union delegate chi minh city university industry chi minh term office
230,IUH có thêm 04 chương trình đào tạo đạt chuẩn AUN-QA,Tin tức,iuh có thêm chương trình đào tạo đạt chuẩn aun qa,"['iuh', 'thêm', 'chương_trình', 'đào_tạo', 'đạt', 'chuẩn', 'aun', 'qa']",iuh thêm chương_trình đào_tạo đạt chuẩn aun qa,230,JICA - IUH project 100% of graduates have jobs,Tin tức,jica iuh project of graduates have jobs,"['jica', 'iuh', 'project', 'graduate', 'job']",jica iuh project graduate job
231,Hội nghị Tổ chức hoạt động tuyên truyền kỷ niệm 87 năm ngày truyền thống dân quân tự vệ Việt Nam (28/03/1935 – 28/03/2022),Tin tức,hội nghị tổ chức hoạt động tuyên truyền kỷ niệm năm ngày truyền thống dân quân tự vệ việt nam,"['hội_nghị', 'tổ_chức', 'hoạt_động', 'tuyên_truyền', 'kỷ_niệm', 'năm', 'ngày', 'truyền_thống', 'dân_quân', 'tự_vệ', 'việt_nam']",hội_nghị tổ_chức hoạt_động tuyên_truyền kỷ_niệm năm ngày truyền_thống dân_quân tự_vệ việt_nam,231,"Sejong Organization, Korea visited and worked",Tin tức,sejong organization korea visited and worked,"['sejong', 'organization', 'korea', 'visit', 'work']",sejong organization korea visit work
232,D-Health đoạt giải nhất Cuộc thi INNOGREENLIFE 2021,Tin tức,d health đoạt giải nhất cuộc thi innogreenlife,"['health', 'đoạt', 'giải', 'nhất', 'cuộc', 'thi', 'innogreenlife']",health đoạt giải nhất cuộc thi innogreenlife,232,Workshop to comment on the doctoral training project in Natural Resources and Environmental Management,Tin tức,workshop to comment on the doctoral training project in natural resources and environmental management,"['workshop', 'comment', 'doctoral', 'training', 'project', 'natural', 'resource', 'environmental', 'management']",workshop comment doctoral training project natural resource environmental management
233,"Lễ Tổng kết Cuộc thi “Đổi mới sáng tạo vì cuộc sống Xanh"" - INNOGREENLIFE2021",Tin tức,lễ tổng kết cuộc thi đổi mới sáng tạo vì cuộc sống xanh innogreenlife,"['lễ', 'tổng_kết', 'cuộc', 'thi', 'đổi_mới', 'sáng_tạo', 'cuộc_sống', 'xanh', 'innogreenlife']",lễ tổng_kết cuộc thi đổi_mới sáng_tạo cuộc_sống xanh innogreenlife,233,Opening ceremony of master's class majoring in environmental science and management,Tin tức,opening ceremony of master s class majoring in environmental science and management,"['open', 'ceremony', 'master', 'class', 'major', 'environmental', 'science', 'management']",open ceremony master class major environmental science management
234,"IUH tổ chức Lễ khai giảng đào tạo trình độ Tiến sĩ khoá 5, Thạc sĩ khoá 11 và trao bằng tốt nghiệp năm 2021",Tin tức,iuh tổ chức lễ khai giảng đào tạo trình độ tiến sĩ khoá thạc sĩ khoá và trao bằng tốt nghiệp năm,"['iuh', 'tổ_chức', 'lễ', 'khai_giảng', 'đào_tạo', 'trình_độ', 'tiến_sĩ', 'khóa', 'thạc_sĩ', 'khóa', 'trao', 'bằng', 'tốt_nghiệp', 'năm']",iuh tổ_chức lễ khai_giảng đào_tạo trình_độ tiến_sĩ khóa thạc_sĩ khóa trao bằng tốt_nghiệp năm,234,"Graduation ceremony for nearly 11,000 new bachelors and engineers",Tin tức,graduation ceremony for nearly new bachelors and engineers,"['graduation', 'ceremony', 'nearly', 'new', 'bachelor', 'engineer']",graduation ceremony nearly new bachelor engineer
